category,Count_of_Brands,HUL_Brands,PG_Brands,source,Week
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,1,0,Nykaa,2016-10-01-2016-10-07
SALE,1,1,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,0,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,0,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,1,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,1,0,Nykaa,2016-10-01-2016-10-07
SALE,0,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,0,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,0,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,0,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
SALE,1,0,0,Nykaa,2016-10-01-2016-10-07
Home Page,1,0,1,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Beauty Page,1,0,0,Amazon,2016-10-01-2016-10-07
Beauty Page,1,0,0,Amazon,2016-10-01-2016-10-07
Beauty Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home page,3,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,1,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,1,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Food & Gourment,1,0,0,SnapDeal,2016-10-01-2016-10-07
Amazon Pantry,0,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,6,2,1,Amazon,2016-10-01-2016-10-07
Home Page,2,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,1,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,1,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Hair,3,1,0,Nykaa,2016-10-01-2016-10-07
Skin,1,0,0,Nykaa,2016-10-01-2016-10-07
Home page,1,0,0,SnapDeal,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Grocery & Gourmet,2,0,0,Amazon,2016-10-01-2016-10-07
Home page,1,0,0,SnapDeal,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Home Page,2,0,0,Amazon,2016-10-01-2016-10-07
Home page,1,0,0,SnapDeal,2016-10-01-2016-10-07
PERSONAL CARE,1,0,1,BigBasket-BLR,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Makeup,1,1,0,Nykaa,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,3,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,4,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Home page,1,0,0,SnapDeal,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Amazon Pantry,4,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Diet & Nutrition,1,0,0,Amazon,2016-10-01-2016-10-07
Make up & Nails,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Food & Gourment,1,0,0,SnapDeal,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Home Page,0,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Home Page,0,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Home Page,0,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Home Page,5,0,4,BigBasket-BLR,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Home Page,1,1,0,Amazon,2016-10-01-2016-10-07
Grocery & Gourmet,0,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Household Supplies,0,0,0,Amazon,2016-10-01-2016-10-07
Home Page,0,0,0,Nykaa,2016-10-01-2016-10-07
Home Page,1,0,0,Nykaa,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Grocery & Gourmet,1,0,0,Amazon,2016-10-01-2016-10-07
Grocery & Gourmet,1,0,0,Amazon,2016-10-01-2016-10-07
Grocery & Gourmet,1,0,0,Amazon,2016-10-01-2016-10-07
Grocery & Gourmet,1,0,0,Amazon,2016-10-01-2016-10-07
Grocery & Gourmet,6,4,0,Amazon,2016-10-01-2016-10-07
Home Page,10,4,2,Amazon,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,7,0,3,SnapDeal,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Household,1,1,0,BigBasket-BLR,2016-10-01-2016-10-07
Amazon Pantry,6,2,0,Amazon,2016-10-01-2016-10-07
Amazon Pantry,6,2,0,Amazon,2016-10-01-2016-10-07
Amazon Pantry,8,8,0,Amazon,2016-10-01-2016-10-07
Amazon Pantry,4,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Skin Care,1,0,1,Amazon,2016-10-01-2016-10-07
Skin Care,1,0,0,Amazon,2016-10-01-2016-10-07
Skin Care,1,0,0,Amazon,2016-10-01-2016-10-07
Skin Care,1,0,0,Amazon,2016-10-01-2016-10-07
Skin Care,0,0,0,Amazon,2016-10-01-2016-10-07
Beauty Page,4,1,0,Amazon,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,1,0,0,SnapDeal,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Home page,1,0,0,SnapDeal,2016-10-01-2016-10-07
Food & Gourment,0,0,0,SnapDeal,2016-10-01-2016-10-07
Food & Gourment,2,0,0,SnapDeal,2016-10-01-2016-10-07
Food & Gourment,2,0,0,SnapDeal,2016-10-01-2016-10-07
Food & Gourment,2,0,0,SnapDeal,2016-10-01-2016-10-07
Food & Gourment,1,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,1,0,0,SnapDeal,2016-10-01-2016-10-07
Home Page,2,0,1,Amazon,2016-10-01-2016-10-07
Home page,1,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Home Page,1,0,0,Nykaa,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Household essentials,1,0,0,SnapDeal,2016-10-01-2016-10-07
Household essentials,2,0,2,SnapDeal,2016-10-01-2016-10-07
Household essentials,3,3,0,SnapDeal,2016-10-01-2016-10-07
Food & Gourment,1,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,3,0,0,SnapDeal,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,1,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,6,6,0,SnapDeal,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Beauty & Personal care,1,0,0,SnapDeal,2016-10-01-2016-10-07
Beauty & Personal care,1,1,0,SnapDeal,2016-10-01-2016-10-07
Beauty & Personal care,1,0,0,SnapDeal,2016-10-01-2016-10-07
Luxury Beauty,1,0,0,Amazon,2016-10-01-2016-10-07
Luxury Beauty,1,0,0,Amazon,2016-10-01-2016-10-07
Luxury Beauty,1,0,0,Amazon,2016-10-01-2016-10-07
Luxury Beauty,1,0,0,Amazon,2016-10-01-2016-10-07
Luxury Beauty,1,0,0,Amazon,2016-10-01-2016-10-07
Luxury Beauty,1,0,0,Amazon,2016-10-01-2016-10-07
Luxury Beauty,1,0,0,Amazon,2016-10-01-2016-10-07
Luxury Beauty,1,0,0,Amazon,2016-10-01-2016-10-07
Luxury Beauty,1,0,0,Amazon,2016-10-01-2016-10-07
Home page,1,0,0,SnapDeal,2016-10-01-2016-10-07
Fragrance,3,0,0,Nykaa,2016-10-01-2016-10-07
Herbal,1,0,0,Nykaa,2016-10-01-2016-10-07
Home page,1,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,6,6,0,SnapDeal,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,1,0,0,SnapDeal,2016-10-01-2016-10-07
Skin Care,1,0,0,Amazon,2016-10-01-2016-10-07
Home page,2,0,1,SnapDeal,2016-10-01-2016-10-07
Luxury Beauty,1,0,0,Amazon,2016-10-01-2016-10-07
Luxury Beauty,1,0,0,Amazon,2016-10-01-2016-10-07
Luxury Beauty,1,0,0,Amazon,2016-10-01-2016-10-07
Luxury Beauty,1,0,0,Amazon,2016-10-01-2016-10-07
Luxury Beauty,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Household Supplies,1,1,0,Amazon,2016-10-01-2016-10-07
Household Supplies,1,1,0,Amazon,2016-10-01-2016-10-07
Household Supplies,3,3,0,Amazon,2016-10-01-2016-10-07
Grocery & Gourmet,1,0,0,Amazon,2016-10-01-2016-10-07
Grocery & Gourmet,0,0,0,Amazon,2016-10-01-2016-10-07
Wellness,1,0,0,Nykaa,2016-10-01-2016-10-07
Wellness,3,0,0,Nykaa,2016-10-01-2016-10-07
Mens Grooming,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Herbal,1,0,0,Nykaa,2016-10-01-2016-10-07
Herbal,0,0,0,Nykaa,2016-10-01-2016-10-07
Herbal,1,0,0,Nykaa,2016-10-01-2016-10-07
Herbal,1,1,0,Nykaa,2016-10-01-2016-10-07
Bath & Body,1,0,0,Nykaa,2016-10-01-2016-10-07
Bath & Body,1,1,0,Nykaa,2016-10-01-2016-10-07
Bath & Body,1,0,1,Nykaa,2016-10-01-2016-10-07
Hair,1,1,0,Nykaa,2016-10-01-2016-10-07
Hair,1,0,0,Nykaa,2016-10-01-2016-10-07
Hair,1,1,0,Nykaa,2016-10-01-2016-10-07
Offers,0,0,0,Nykaa,2016-10-01-2016-10-07
Offers,4,0,0,Nykaa,2016-10-01-2016-10-07
Home Page,9,1,0,Nykaa,2016-10-01-2016-10-07
Home Page,10,1,1,Nykaa,2016-10-01-2016-10-07
Home Page,1,0,0,Nykaa,2016-10-01-2016-10-07
Home Page,1,0,0,Nykaa,2016-10-01-2016-10-07
Home Page,1,0,0,Nykaa,2016-10-01-2016-10-07
Home Page,1,0,0,Nykaa,2016-10-01-2016-10-07
Home Page,1,1,0,Nykaa,2016-10-01-2016-10-07
Home Page,1,1,0,Nykaa,2016-10-01-2016-10-07
Skin Care,1,0,0,Amazon,2016-10-01-2016-10-07
Skin,0,0,0,Nykaa,2016-10-01-2016-10-07
Skin,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,1,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,1,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,1,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,1,Nykaa,2016-10-01-2016-10-07
Offers,1,1,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,1,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,1,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,1,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Offers,1,0,0,Nykaa,2016-10-01-2016-10-07
Makeup,0,0,0,Nykaa,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,2,0,0,Amazon,2016-10-01-2016-10-07
Beauty Page,3,2,0,Amazon,2016-10-01-2016-10-07
Beauty Page,0,0,0,Amazon,2016-10-01-2016-10-07
Beauty Page,1,0,0,Amazon,2016-10-01-2016-10-07
PERSONAL CARE,0,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Home page,1,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,1,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,3,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,1,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,1,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home page,1,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,1,0,0,SnapDeal,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Nykaa,2016-10-01-2016-10-07
Fragrance,1,1,0,Amazon,2016-10-01-2016-10-07
Bath & Shower,2,2,0,Amazon,2016-10-01-2016-10-07
Home Page,3,2,0,Amazon,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,Amazon,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Home Page,4,0,0,Amazon,2016-10-01-2016-10-07
Home Page,0,0,0,Amazon,2016-10-01-2016-10-07
Home Page,1,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,0,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,2,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,1,0,0,SnapDeal,2016-10-01-2016-10-07
Home page,6,1,0,SnapDeal,2016-10-01-2016-10-07
Cleaning Store,7,3,0,Amazon,2016-10-01-2016-10-07
Diet & Nutrition,4,0,0,Amazon,2016-10-01-2016-10-07
Coffee and Espresso,7,7,0,Amazon,2016-10-01-2016-10-07
Tea,7,7,0,Amazon,2016-10-01-2016-10-07
Household essentials,4,0,0,SnapDeal,2016-10-01-2016-10-07
Subscribe & Save,6,0,0,Amazon,2016-10-01-2016-10-07
Subscribe & Save,6,6,0,Amazon,2016-10-01-2016-10-07
Subscribe & Save,6,6,0,Amazon,2016-10-01-2016-10-07
Beauty Page,3,2,0,Amazon,2016-10-01-2016-10-07
Beauty Page,6,2,1,Amazon,2016-10-01-2016-10-07
Beauty Page,5,0,5,Amazon,2016-10-01-2016-10-07
Hair Care & Styling,6,6,0,Amazon,2016-10-01-2016-10-07
SALE,3,0,0,Nykaa,2016-10-01-2016-10-07
Amazon Pantry,9,9,0,Amazon,2016-10-01-2016-10-07
Home Page,5,5,0,Amazon,2016-10-01-2016-10-07
Home Page,9,9,0,Amazon,2016-10-01-2016-10-07
Home Page,4,0,4,Amazon,2016-10-01-2016-10-07
Home Page,6,6,0,Amazon,2016-10-01-2016-10-07
Amazon Pantry,5,5,0,Amazon,2016-10-01-2016-10-07
Skin Care,6,6,0,Amazon,2016-10-01-2016-10-07
Beauty Page,6,3,1,Amazon,2016-10-01-2016-10-07
Home Page,6,6,0,Amazon,2016-10-01-2016-10-07
Household essentials,4,0,0,SnapDeal,2016-10-01-2016-10-07
Beauty Page,5,5,0,Amazon,2016-10-01-2016-10-07
Subscribe & Save,6,0,0,Amazon,2016-10-01-2016-10-07
Subscribe & Save,6,6,0,Amazon,2016-10-01-2016-10-07
Home Page,3,0,0,Amazon,2016-10-01-2016-10-07
Grocery & Gourmet,7,7,0,Amazon,2016-10-01-2016-10-07
Fly out,9,4,4,Amazon,2016-10-01-2016-10-07
Health Household & Personal Care,6,0,0,Amazon,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,1,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,1,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,1,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
