category,Count_of_Brands,HUL_Brands,PG_Brands,source,Week
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,1,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,1,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,2,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,1,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,2,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,1,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,0,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,1,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,1,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,2,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,1,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,0,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,0,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,1,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,1,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,1,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,1,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,0,0,BigBasket-BLR,2016-10-01-2016-10-07
Promotions,1,1,0,BigBasket-BLR,2016-10-01-2016-10-07
Feminine Hygiene Products,1,0,1,Amazon,2016-10-08-2016-10-14
Feminine Hygiene Products,1,0,0,Amazon,2016-10-08-2016-10-14
Diet & Nutrition,1,0,0,Amazon,2016-10-08-2016-10-14
Diet & Nutrition,1,0,0,Amazon,2016-10-08-2016-10-14
Diet & Nutrition,1,0,0,Amazon,2016-10-08-2016-10-14
Diet & Nutrition,1,0,0,Amazon,2016-10-08-2016-10-14
Diet & Nutrition,3,0,0,Amazon,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Amazon Pantry,7,2,1,Amazon,2016-10-08-2016-10-14
Amazon Pantry,1,0,0,Amazon,2016-10-08-2016-10-14
Amazon Pantry,6,2,0,Amazon,2016-10-08-2016-10-14
Amazon Pantry,6,2,0,Amazon,2016-10-08-2016-10-14
Home Page,5,0,0,Nykaa,2016-10-08-2016-10-14
Home Page,1,0,0,Nykaa,2016-10-08-2016-10-14
Home Page,5,1,0,Nykaa,2016-10-08-2016-10-14
Home Page,1,0,0,Nykaa,2016-10-08-2016-10-14
Home Page,6,2,0,Nykaa,2016-10-08-2016-10-14
Home Page,1,0,0,Nykaa,2016-10-08-2016-10-14
Personal Care Skin Care,1,1,0,BigBasket-BLR,2016-10-08-2016-10-14
Personal Care Skin Care,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Snack Food Store,1,0,0,Amazon,2016-10-08-2016-10-14
Snack Food Store,1,0,0,Amazon,2016-10-08-2016-10-14
Snack Food Store,1,0,0,Amazon,2016-10-08-2016-10-14
Snack Food Store,1,1,0,Amazon,2016-10-08-2016-10-14
Snack Food Store,1,0,0,Amazon,2016-10-08-2016-10-14
Personal Care Cosmetics,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Personal Care Cosmetics,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Personal Care Cosmetics,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Coffee and Espresso,0,0,0,Amazon,2016-10-08-2016-10-14
Coffee and Espresso,1,0,0,Amazon,2016-10-08-2016-10-14
Coffee and Espresso,7,7,0,Amazon,2016-10-08-2016-10-14
Coffee and Espresso,1,0,0,Amazon,2016-10-08-2016-10-14
Home Page,1,0,0,SnapDeal,2016-10-08-2016-10-14
Household Detergents,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Household Detergents,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Household Detergents,1,0,1,BigBasket-BLR,2016-10-08-2016-10-14
Tea,1,0,0,Amazon,2016-10-08-2016-10-14
Tea,7,7,0,Amazon,2016-10-08-2016-10-14
Tea,1,0,0,Amazon,2016-10-08-2016-10-14
Tea,1,0,0,Amazon,2016-10-08-2016-10-14
Personal Care Personal Hygiene,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Personal Care,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Personal Care,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Personal Care,1,0,1,BigBasket-BLR,2016-10-08-2016-10-14
Grocery & Gourmet,1,0,0,Amazon,2016-10-08-2016-10-14
Grocery & Gourmet,1,0,0,Amazon,2016-10-08-2016-10-14
Grocery & Gourmet,1,0,0,Amazon,2016-10-08-2016-10-14
Grocery & Gourmet,0,0,0,Amazon,2016-10-08-2016-10-14
Grocery & Gourmet,1,1,0,Amazon,2016-10-08-2016-10-14
Household,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Household,1,0,1,BigBasket-BLR,2016-10-08-2016-10-14
Household,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Luxury Beauty,1,0,0,Amazon,2016-10-08-2016-10-14
Luxury Beauty,1,0,0,Amazon,2016-10-08-2016-10-14
Luxury Beauty,1,0,0,Amazon,2016-10-08-2016-10-14
Luxury Beauty,1,0,0,Amazon,2016-10-08-2016-10-14
Luxury Beauty,1,0,0,Amazon,2016-10-08-2016-10-14
Luxury Beauty,1,0,0,Amazon,2016-10-08-2016-10-14
Luxury Beauty,1,0,0,Amazon,2016-10-08-2016-10-14
Luxury Beauty,1,0,0,Amazon,2016-10-08-2016-10-14
Luxury Beauty,1,0,0,Amazon,2016-10-08-2016-10-14
Body Wash,4,4,0,Amazon,2016-10-08-2016-10-14
Mens Grooming,1,0,0,Amazon,2016-10-08-2016-10-14
Mens Grooming,1,1,0,Amazon,2016-10-08-2016-10-14
Mens Grooming,1,0,0,Amazon,2016-10-08-2016-10-14
Mens Grooming,1,1,0,Amazon,2016-10-08-2016-10-14
Mens Grooming,1,0,0,Amazon,2016-10-08-2016-10-14
Household essentials,2,2,0,SnapDeal,2016-10-08-2016-10-14
Household essentials,3,0,0,SnapDeal,2016-10-08-2016-10-14
Household essentials,2,0,2,SnapDeal,2016-10-08-2016-10-14
Household essentials,3,3,0,SnapDeal,2016-10-08-2016-10-14
Household essentials,1,0,0,SnapDeal,2016-10-08-2016-10-14
Food & Gourment,0,0,0,SnapDeal,2016-10-08-2016-10-14
Food & Gourment,0,0,0,SnapDeal,2016-10-08-2016-10-14
Food & Gourment,2,0,0,SnapDeal,2016-10-08-2016-10-14
Food & Gourment,1,0,0,SnapDeal,2016-10-08-2016-10-14
Food & Gourment,2,0,0,SnapDeal,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,1,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,1,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,0,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,2,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,2,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,0,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,0,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,0,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,2,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,1,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,0,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,0,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
Promotions,1,0,0,BigBasket-BLR,2016-10-08-2016-10-14
SALE,1,1,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,2,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,1,0,Nykaa,2016-10-08-2016-10-14
SALE,1,1,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,0,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,2,1,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
SALE,1,0,0,Nykaa,2016-10-08-2016-10-14
