"SlNo","ProductName",Store,MRP,"SellingPrice",Discount,"PriceChange","StockStatus",SKU,"ProductURL",Brand,Category,"SubCategory",Offers,Cashback,"ShippingTime","ShippingCharges",Warranty,"CrawlTime",Size,Rating,Reviews,Images,"ImageCount","ImageResolution"
1141340,"Youth Code Day/Night Cream - Smoothing Face Cream - L'Oreal Paris",LorealParisusa-US,24.99,24.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/Youth-Code-Skin-Recharger-Day-Night-Cream.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 01:55:33",,4.5,125,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Youth-Code-Day-Night-Cream/Day-Night-Cream/SK25_1_pack-shot_NEW.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Youth-Code-Day-Night-Cream/Day-Night-Cream/SK25_1_pack-shot_NEW.jpg , http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Youth-Code-Day-Night-Cream/Day-Night-Cream/SK25_1_pack-shot_old.jpg",3,"300x300,300x300,300x300"
1141340,"L'oreal Paris Youth Code Day/Night Cream, Anti-Aging products from Face, Skin Care",CVS-US,24.99,24.99,0,0,"In Stock",,http://www.cvs.com/shop/skin-care/face/anti-aging/l-oreal-paris-youth-code-day-night-cream-skuid-826921,L'Oreal,"Skin Care",Moisturizers,,,,"FREE Shipping Eligible",,"4th Mar 2015 01:38:56","1.6 OZ",4.6,,http://www.cvs.com/bizcontent/merchandising/productimages/small/7124918701.jpg,1,177x224
1141340,"L'Oreal Paris Youth Code Day/Night Cream, 1.7 Fluid Ounce",Amazon-US,19.99,19.97,0.1,0,"In Stock",,http://www.amazon.com/LOreal-Paris-Youth-Night-Cream/dp/B0047F71SS,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 05:03:10","1.7 oz.",4.3,205,"http://ecx.images-amazon.com/images/I/41kW7pmd46L._SL190_SY246_CR0, 0, 190, 246_.jpg, http://ecx.images-amazon.com/images/I/41kW7pmd46L.jpg, http://ecx.images-amazon.com/images/I/51%2Bw%2Bid-01L.jpg, http://ecx.images-amazon.com/images/I/51671QdJXtL.jpg, http://ecx.images-amazon.com/images/I/51aMtPynouL.jpg, http://ecx.images-amazon.com/images/I/51WldOvuZzL.jpg, http://ecx.images-amazon.com/images/I/41O4ftDSVLL.jpg",7,"1500x1348,1500x1348,1500x1348,1500x1348,1500x1348,1500x1348,1500x1348"
1141340,"""L'Oreal"" L'Oreal Youth Code Day/Night Cream",Walmart-US,19.97,19.97,0,0,"In Stock",,http://www.walmart.com/ip/L-Oreal-Youth-Code-Day-Night-Cream/15270271,L'Oreal,"Skin Care",Moisturizers,,,,50,,"3rd Mar 2015 01:58:16",,4.5,226,http://i5.walmartimages.com/dfw/dce07b8c-3ed3/k2-_c478de14-c3f1-49a4-b707-e9ab4ef5fbbc.v1.jpg,1,450x450
1141341,"Age Perfect Hydra-Nutrition Day/Night Cream - Skin care - L'Oreal Paris",LorealParisusa-US,17.99,17.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/Age-Perfect-Hydra-Nutrition-Day-Night-Cream.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 01:55:53",,3.9,21,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Age-Perfect-Hydra-Nutrition-Day-Night-Cream/Hydra-Nutrition-Day-Night-Cream/SK4_9_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Age-Perfect-Hydra-Nutrition-Day-Night-Cream/Hydra-Nutrition-Day-Night-Cream/SK4_9_pack-shot.jpg",2,"300x300,300x300"
1141341,"L'Oreal Paris Age Perfect Hydra-Nutrition Moisturizer, 1.7-Fluid Ounce",Amazon-US,13.99,10.95,21.73,-26.39,"In Stock",,http://www.amazon.com/LOreal-Paris-Hydra-Nutrition-Moisturizer-1-7-Fluid/dp/B002PBHQP4,L'Oreal,"Skin Care",Moisturizers,,,,5.00,,"4th Mar 2015 05:00:51","1.7 oz.",4.1,109,"http://ecx.images-amazon.com/images/I/71GJLZu2XkL._SL1500_.jpg, http://ecx.images-amazon.com/images/I/41ZZJhCUyrL.jpg, http://ecx.images-amazon.com/images/I/519-HoidhKL.jpg, http://ecx.images-amazon.com/images/I/51HuU-t31DL.jpg, http://ecx.images-amazon.com/images/I/51EjCV99f9L.jpg, http://ecx.images-amazon.com/images/I/41o1Ew5LQqL.jpg",6,"1500x1185,500x395,413x500,459x500,400x500,407x500"
1141342,"Futur•e ® Moisturizer SPF 15 Normal to Dry Skin - Moisturizers By L'Oreal Paris",LorealParisusa-US,11.99,11.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/Future-Moisturizer-SPF-15-Normal-to-Dry-Skin.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 01:56:42",,4.83,6,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Future-Moisturizer-SPF-15-Normal-to-Dry-Skin/Moisturizer-SPF-15-Normal-to-Dry-Skin/SK8_1_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Future-Moisturizer-SPF-15-Normal-to-Dry-Skin/Moisturizer-SPF-15-Normal-to-Dry-Skin/SK8_1_pack-shot.jpg",2,"300x300,300x300"
1141342,"L'Oreal Paris Futur-e Moisturizer SPF 15, Normal to Dry Skin, 4.0 Fluid Ounce",Amazon-US,11.49,10.27,10.62,0,"In Stock",,http://www.amazon.com/LOreal-Paris-Futur-e-Moisturizer-Normal/dp/B009X62WM6,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 05:02:56","4.0 oz.",4.6,29,"http://ecx.images-amazon.com/images/I/31sf64sjR9L._SL246_SX190_CR0, 0, 190, 246_.jpg, http://ecx.images-amazon.com/images/I/31sf64sjR9L.jpg, http://ecx.images-amazon.com/images/I/31Ms%2BdxoVxL.jpg, http://ecx.images-amazon.com/images/I/41fp9MQkr7L.jpg, http://ecx.images-amazon.com/images/I/41juwg4e0xL.jpg, http://ecx.images-amazon.com/images/I/31Hon1FvQfL.jpg, http://ecx.images-amazon.com/images/I/31KRtLXwb4L.jpg",7,"536x1500,536x1500,536x1500,536x1500,536x1500,536x1500,536x1500"
1141342,"""L'Oreal Paris"" L'Oreal Paris Future-E Moisturizer, 4 fl oz",Walmart-US,10.27,10.27,0,0,"In Stock",,http://www.walmart.com/ip/L-Oreal-Paris-Future-E-Moisturizer-4-fl-oz/22583009,L'Oreal,"Skin Care",Moisturizers,,,,50,,"3rd Mar 2015 01:59:01",,5.0,8,http://i.walmartimages.com/i/p/00/07/12/49/23/0007124923294_180X180.jpg,1,450x450
1141343,"RevitaLift Anti-Wrinkle + Firming Eye Cream - Eye Lift Cream - L'Oreal Paris",LorealParisusa-US,17.99,17.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/RevitaLift-Anti-Wrinkle-Firming-Eye-Cream.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 02:00:41",,4.44,9,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/RevitaLift-Anti-Wrinkle-Firming-Eye-Cream/Anti-Wrinkle-Firming-Eye-Cream/SK3_6_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/RevitaLift-Anti-Wrinkle-Firming-Eye-Cream/Anti-Wrinkle-Firming-Eye-Cream/SK3_6_pack-shot.jpg",2,"300x300,300x300"
1141343,"L'Oreal Paris RevitaLift Anti-Wrinkle + Firming Eye Cream, 0.5 Fluid Ounce",Amazon-US,13.99,13.97,0.14,38.65,"In Stock",,http://www.amazon.com/LOreal-Paris-RevitaLift-Anti-Wrinkle-Firming/dp/B000KOLXKM,L'Oreal,"Skin Care",Moisturizers,,,,3.25,,"4th Mar 2015 05:02:19","0.5 oz",4.3,87,"http://ecx.images-amazon.com/images/I/51urjHEltoL._SL1135_.jpg, http://ecx.images-amazon.com/images/I/313bq6RAxNL.jpg, http://ecx.images-amazon.com/images/I/41Ihjvbg0tL.jpg, http://ecx.images-amazon.com/images/I/517OGfju59L.jpg, http://ecx.images-amazon.com/images/I/41FlX4mDiuL.jpg, http://ecx.images-amazon.com/images/I/31Iqkaep4zL.jpg",6,"1135x1121,500x494,251x500,258x500,220x500,204x500"
1141344,"Ideal Moisture™ Even Skin Tone Normal Skin Day Lotion - Moisturizers By L'Oreal Paris",LorealParisusa-US,6.99,6.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/Ideal-Moisture-Even-Tone-Normal-Skin-Day-Lotion.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 01:56:10",,5,3,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Ideal-Moisture-Even-Tone-Normal-Skin-Day-Lotion/Even-Tone-Normal-Skin-Day-Lotion/SK28_5_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Ideal-Moisture-Even-Tone-Normal-Skin-Day-Lotion/Even-Tone-Normal-Skin-Day-Lotion/SK28_5_pack-shot.jpg",2,"300x300,300x300"
1141344,"L'Oreal Ideal Moisture 48 HR Hydration Normal Skin Day Lotion, Face Moisturizer products from Face, Skin Care",CVS-US,6.99,6.99,0,0,"In Stock",,http://www.cvs.com/shop/skin-care/face/face-moisturizer/l-oreal-ideal-moisture-48-hr-hydration-normal-skin-day-lotion-skuid-908898,L'Oreal,"Skin Care",Moisturizers,,,,"FREE Shipping Eligible",,"4th Mar 2015 01:39:01","4 OZ",5.0,,http://www.cvs.com/bizcontent/merchandising/productimages/small/7124923981.jpg,1,224x224
1141345,"Revitalift Daily Volumizing Moisturizer - L'Oréal Paris",LorealParisusa-US,24.99,24.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/Revitalift-Daily-Volumizing-Moisturizer.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 01:56:30",,5,3,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/RevitaLift-Daily-Volumizing-Moisturizer/Daily-Volumizing-Moisturizer/SK3_34_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/RevitaLift-Daily-Volumizing-Moisturizer/Daily-Volumizing-Moisturizer/SK3_34_pack-shot.jpg , http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/RevitaLift-Daily-Volumizing-Moisturizer/Daily-Volumizing-Moisturizer/SK3_34_pack-shot2.jpg , http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/RevitaLift-Daily-Volumizing-Moisturizer/Daily-Volumizing-Moisturizer/SK3_34_pack-shot3.jpg , http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/RevitaLift-Daily-Volumizing-Moisturizer/Daily-Volumizing-Moisturizer/SK3_34_pack-shot4.jpg",5,"300x300,300x300,300x300,300x300,300x300"
1141345,"""L'Oreal Paris"" L'Oreal Paris Revitalift Daily Re-Volumizing Moisturizer for All Skin Types, 1.7 oz",Walmart-US,19.97,19.97,0,0,"In Stock",,http://www.walmart.com/ip/L-Oreal-Paris-Revitalift-Daily-Re-Volumizing-Moisturizer-for-All-Skin-Types-1.7-oz/41126437,L'Oreal,"Skin Care",Moisturizers,,,,50,,"3rd Mar 2015 01:58:13",,5.0,3,http://i5.walmartimages.com/dfw/dce07b8c-b509/k2-_e35421f6-b988-4a3b-b7f6-9e38f2b0f301.v2.jpg,1,450x450
1141345,"L'Oreal Paris Revitalift Daily Volumizing Moisturizer, 1.7 Ounce",Amazon-US,19.99,19.97,0.1,0,"In Stock",,http://www.amazon.com/LOreal-Paris-Revitalift-Re-Volatizing-Moisturizer/dp/B00PFEFHAY,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 05:00:17",,4.3,29,"http://ecx.images-amazon.com/images/I/51ev3EECXPL._SL190_SY246_CR0, 0, 190, 246_.jpg, http://ecx.images-amazon.com/images/I/51ev3EECXPL.jpg, http://ecx.images-amazon.com/images/I/51EchJXQ0eL.jpg, http://ecx.images-amazon.com/images/I/61VA6uWH5WL.jpg, http://ecx.images-amazon.com/images/I/51HosizkmcL.jpg, http://ecx.images-amazon.com/images/I/51diLLo5jZL.jpg, http://ecx.images-amazon.com/images/I/51s2Y7cX74L.jpg",7,"1346x1052,1346x1052,1346x1052,1346x1052,1346x1052,1346x1052,1346x1052"
1141345,"L'Oreal Revitalift Volume Filler Daily Re-Volumizing Moisturizer, Face Moisturizer products from Face, Skin Care",CVS-US,24.99,24.99,0,0,"In Stock",,http://www.cvs.com/shop/skin-care/face/face-moisturizer/l-oreal-revitalift-volume-filler-daily-re-volumizing-moisturizer-skuid-985217,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 01:39:49","1.7 OZ",,,http://www.cvs.com/bizcontent/merchandising/productimages/large/7124929178.jpg,1,224x224
1141346,"Active Daily Moisture Lotion - SPF Sunscreen Lotion - L'Oreal Paris",LorealParisusa-US,8.59,8.59,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/Active-Daily-Moisture-Lotion.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 01:55:28",,4.18,22,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Active-Daily-Moisture-Lotion/Lotion/SK2_1_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Active-Daily-Moisture-Lotion/Lotion/SK2_1_pack-shot.jpg",2,"300x300,300x300"
1141346,"""L'Oreal"" L'Oreal Paris Active Daily Moisture Lotion, 4 fl oz",Walmart-US,6.97,6.97,0,0,"In Stock",,http://www.walmart.com/ip/L-Oreal-Paris-Active-Daily-Moisture-Lotion-4-fl-oz/22875640,L'Oreal,"Skin Care",Moisturizers,,,,50,,"3rd Mar 2015 01:58:04",,4.0,65,http://i5.walmartimages.com/dfw/dce07b8c-444b/k2-_a9962016-c447-4571-8568-5a930c7015a1.v1.jpg,1,450x450
1141346,"L'Oreal Paris Active Daily Moisture Lotion, 4.0 Fluid Ounce",Amazon-US,7.99,6.39,20.03,-6.42,"In Stock",,http://www.amazon.com/LOreal-Paris-Active-Moisture-Lotion/dp/B000NP7K1E,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 05:01:57","4.0 oz.",4.2,112,"http://ecx.images-amazon.com/images/I/31kL2t31MML._SL246_SX190_CR0, 0, 190, 246_.jpg, http://ecx.images-amazon.com/images/I/31kL2t31MML.jpg, http://ecx.images-amazon.com/images/I/31F3wuConuL.jpg, http://ecx.images-amazon.com/images/I/41lzCHx5sWL.jpg, http://ecx.images-amazon.com/images/I/41T9T4eI23L.jpg, http://ecx.images-amazon.com/images/I/51wntSws65L.jpg, http://ecx.images-amazon.com/images/I/41HC5UGAxKL.jpg",7,"661x1500,661x1500,661x1500,661x1500,661x1500,661x1500,661x1500"
1141347,"RevitaLift Anti-Wrinkle + Firming Night Cream - Rejuvenate Skin - L'Oreal Paris",LorealParisusa-US,17.99,17.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/RevitaLift-Anti-Wrinkle-Firming-Night-Cream.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"24th Feb 2015 09:00:58",,3.88,17,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/RevitaLift-Anti-Wrinkle-Firming-Night-Cream/Anti-Wrinkle-Firming-Night-Cream/SK3_5_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/RevitaLift-Anti-Wrinkle-Firming-Night-Cream/Anti-Wrinkle-Firming-Night-Cream/SK3_5_pack-shot.jpg",2,"300x300,300x300"
1141348,"Men's Expert Hydra-Energetic Ice Cold Eye Roller - L'Oreal Paris",LorealParisusa-US,10.99,10.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/Mens-Expert-Hydra-Energetic-Ice-Cold-Eye-Roller.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 01:57:00",,4.86,7,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Mens-Expert-Hydra-Energetic-Ice-Cold-Eye-Roller/Hydra-Energetic-Ice-Cold-Eye-Roller/SK12_14_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Mens-Expert-Hydra-Energetic-Ice-Cold-Eye-Roller/Hydra-Energetic-Ice-Cold-Eye-Roller/SK12_14_pack-shot.jpg",2,"300x300,300x300"
1141348,"L'Oreal Paris Men's Expert Hydra-Energetic Ice Cold Eye Roller, 0.33 Fluid Ounce",Amazon-US,7.49,7.49,0,0,"In Stock",,http://www.amazon.com/LOreal-Paris-Expert-Hydra-Energetic-Roller/dp/B003ZBK8EO,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 05:03:03","0.33 oz.",3.3,72,"http://ecx.images-amazon.com/images/I/316IgVP2LnL._SL246_SX190_CR0, 0, 190, 246_.jpg, http://ecx.images-amazon.com/images/I/316IgVP2LnL.jpg, http://ecx.images-amazon.com/images/I/41Ni-Qfk3LL.jpg, http://ecx.images-amazon.com/images/I/41pTxC3M6mL.jpg, http://ecx.images-amazon.com/images/I/3193Ez4fckL.jpg, http://ecx.images-amazon.com/images/I/31eWnhDDDxL.jpg, http://ecx.images-amazon.com/images/I/21Q8RDvc87L.jpg",7,"309x1500,309x1500,309x1500,309x1500,309x1500,309x1500,309x1500"
1141349,"RevitaLift ® Miracle Blur Eye - Moisturizers By L'Oreal Paris",LorealParisusa-US,24.99,24.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/RevitaLift-Miracle-Blur-Eye.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 01:56:26",,3.93,27,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/RevitaLift-Miracle-Blur-Eye/Miracle-Blur-Eye/SK3_31_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/RevitaLift-Miracle-Blur-Eye/Miracle-Blur-Eye/SK3_31_pack-shot.jpg",2,"300x300,300x300"
1141349,"""L'Oreal Paris"" L'Oreal Paris Revitalift Miracle Blur Eye Treatment, 0.5 fl oz",Walmart-US,19.97,19.97,0,0,"In Stock",,http://www.walmart.com/ip/L-Oreal-Paris-Revitalift-Miracle-Blur-Eye-Treatment-0.5-fl-oz/34208879,L'Oreal,"Skin Care",Moisturizers,,,,50,,"3rd Mar 2015 01:57:47",,4.0,25,http://i5.walmartimages.com/dfw/dce07b8c-b096/k2-_b8646bdb-285a-40ac-b63d-e14cbe3d6ad6.v1.jpg,1,450x450
1141349,"L'Oreal Revitalift Miracle Blur Instant Eye Smoothing Treatment, Serums & Treatments products from Face, Skin Care",CVS-US,24.99,24.99,0,0,"In Stock",,http://www.cvs.com/shop/skin-care/face/serums-treatments/l-oreal-revitalift-miracle-blur-instant-eye-smoothing-treatment-skuid-949447,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 01:40:25",".5 OZ",,,http://www.cvs.com/bizcontent/merchandising/productimages/large/7124926264.jpg,1,224x224
1141350,"RevitaLift Anti-Wrinkle + Firming Day Cream SPF 18 - L'Oreal Paris",LorealParisusa-US,17.99,17.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/RevitaLift-Anti-Wrinkle-Firming-Day-Cream-SPF-18.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 01:56:05",,4.44,18,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/RevitaLift-Anti-Wrinkle-Firming-Day-Cream-SPF-18/Anti-Wrinkle-Firming-Day-Cream-SPF-18/SK3_3_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/RevitaLift-Anti-Wrinkle-Firming-Day-Cream-SPF-18/Anti-Wrinkle-Firming-Day-Cream-SPF-18/SK3_3_pack-shot.jpg",2,"300x300,300x300"
1141350,"L'Oreal Paris RevitaLift Anti-Wrinkle + Firming Day Cream SPF 18, 1.7 Fluid Ounce",Amazon-US,13.99,13.97,0.14,0,"In Stock",,http://www.amazon.com/LOreal-Paris-RevitaLift-Anti-Wrinkle-Firming/dp/B000KOLX7U,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 05:02:11",3.4-Ounces,4.3,96,"http://ecx.images-amazon.com/images/I/51PR7hy61VL._SL246_SX190_CR0, 0, 190, 246_.jpg, http://ecx.images-amazon.com/images/I/51svAP2AjbL.jpg, http://ecx.images-amazon.com/images/I/41VciFaxFuL.jpg, http://ecx.images-amazon.com/images/I/51BChoheuYL.jpg, http://ecx.images-amazon.com/images/I/51A3ox1d8SL.jpg, http://ecx.images-amazon.com/images/I/61Pq2f85MlL.jpg, http://ecx.images-amazon.com/images/I/615SDmQT1mL.jpg, http://ecx.images-amazon.com/images/I/31U6zo9YC2L.jpg",8,"1145x1500,1145x1500,1145x1500,1145x1500,1145x1500,1145x1500,1145x1500,1145x1500"
1141351,"Youth Code Dark Spot SPF 30 Day Cream - Evens Skin Tone - L'Oreal Paris",LorealParisusa-US,24.99,24.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/Youth-Code-Dark-Spot-SPF-30-Day-Cream.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 01:56:01",,3.07,15,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Youth-Code-Dark-Spot-SPF-30-Day-Cream/Dark-Spot-SPF-30-Day-Cream/SK25_6_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Youth-Code-Dark-Spot-SPF-30-Day-Cream/Dark-Spot-SPF-30-Day-Cream/SK25_6_pack-shot.jpg",2,"300x300,300x300"
1141351,"L'Oreal Paris L'Oreal Youth Code Even Day Cream, SPF 30, 1.7 Ounce",Amazon-US,19.99,19.97,0.1,0,"In Stock",,http://www.amazon.com/LOreal-Youth-Code-Cream-Ounce/dp/B005H1525A,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 05:02:27","1.7 oz.",3.6,101,"http://ecx.images-amazon.com/images/I/511oK0OrYeL._SL246_SX190_CR0, 0, 190, 246_.jpg, http://ecx.images-amazon.com/images/I/511oK0OrYeL.jpg, http://ecx.images-amazon.com/images/I/51XKdF7yWuL.jpg, http://ecx.images-amazon.com/images/I/51TeaQsia%2BL.jpg, http://ecx.images-amazon.com/images/I/51vxx7jitjL.jpg, http://ecx.images-amazon.com/images/I/41cOQu6RQmL.jpg, http://ecx.images-amazon.com/images/I/316u43RDjpL.jpg",7,"1024x1500,1024x1500,1024x1500,1024x1500,1024x1500,1024x1500,1024x1500"
1141351,"L'Oreal Youth Code Dark Spot Correcting & Illuminating Skincare Day Cream, Dark Spots products from Face, Skin Care",CVS-US,24.99,24.99,0,0,"In Stock",,http://www.cvs.com/shop/skin-care/face/dark-spots/l-oreal-youth-code-dark-spot-correcting-illuminating-skincare-day-cream-skuid-870399,L'Oreal,"Skin Care",Moisturizers,,,,"FREE Shipping Eligible",,"4th Mar 2015 01:39:19","1.6 OZ",0.0,,http://www.cvs.com/bizcontent/merchandising/productimages/small/7124922079.jpg,1,183x224
1141352,"Youth Code Dark Spot Correcting & Illuminating Serum Corrector - L'Oreal Paris",LorealParisusa-US,24.99,24.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Treatments/Youth-Code-Dark-Spot-Correcting-Illuminating-Serum-Corrector.aspx,L'Oreal,"Skin Care",Treatments,,,,,,"4th Mar 2015 06:00:30",,3.73,44,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Treatments/Youth-Code-Dark-Spot-Correcting-Illuminating-Serum-Corrector/Dark-Spot-Correcting-Illuminating-Serum-Corrector/SK25_7_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Treatments/Youth-Code-Dark-Spot-Correcting-Illuminating-Serum-Corrector/Dark-Spot-Correcting-Illuminating-Serum-Corrector/SK25_7_pack-shot.jpg , http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Treatments/Youth-Code-Dark-Spot-Correcting-Illuminating-Serum-Corrector/Dark-Spot-Correcting-Illuminating-Serum-Corrector/SK25_7_pack-shot_1.jpg",3,"300x300,300x300,300x300"
1141352,"L'Oreal Paris Youth Code Dark Spot Correcting & Illuminating Serum Corrector, 1.0 Fluid Ounce",Amazon-US,19.99,19.97,0.1,0,"In Stock",,http://www.amazon.com/LOreal-Paris-Correcting-Illuminating-Corrector/dp/B0073ANH14,L'Oreal,"Skin Care",Treatments,,,,,,"4th Mar 2015 05:01:43","1.0 oz.",3.7,253,"http://ecx.images-amazon.com/images/I/31QSTfNAm1L.jpg, http://ecx.images-amazon.com/images/I/31QSTfNAm1L.jpg, http://ecx.images-amazon.com/images/I/41ZrdxMbFuL.jpg, http://ecx.images-amazon.com/images/I/417hsMAyd3L.jpg, http://ecx.images-amazon.com/images/I/41IDTynYfML.jpg, http://ecx.images-amazon.com/images/I/31vnGbTCAxL.jpg",6,"481x1500,481x1500,481x1500,481x1500,481x1500,481x1500"
1141352,"L'Oreal Youth Code Dark Spot Corrector, Dark Spots products from Face, Skin Care",CVS-US,24.99,24.99,0,0,"In Stock",,http://www.cvs.com/shop/product-detail/LOreal-Youth-Code-Dark-Spot-Corrector?skuId=870395,L'Oreal,"Skin Care",Treatments,,,,,,"4th Mar 2015 01:40:14","1 OZ",,,http://www.cvs.com/bizcontent/merchandising/productimages/large/7124921333.jpg,1,224x224
1141353,"Men's Expert Comfort Max SPF 15 Anti-Irritation After Shave Balm - L'Oreal Paris",LorealParisusa-US,7.99,7.99,0,0,"In Stock",,http://www.lorealparisusa.com/en/Products/Skin-Care/Moisturizers/Mens-Expert-Comfort-Max-SPF-15-Anti-Irritation-After-Shave-Balm.aspx,L'Oreal,"Skin Care",Moisturizers,,,,,,"4th Mar 2015 01:55:57",,5,2,"http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Mens-Expert-Comfort-Max-SPF-15-Anti-Irritation-After-Shave-Balm/Comfort-Max-SPF-15-Anti-Irritation-After-Shave-Balm/SK12_2_pack-shot.jpg, http://www.lorealparisusa.com/~/media/Images/LOP/Home/Products/Skin-Care/Moisturizers/Mens-Expert-Comfort-Max-SPF-15-Anti-Irritation-After-Shave-Balm/Comfort-Max-SPF-15-Anti-Irritation-After-Shave-Balm/SK12_2_pack-shot.jpg",2,"300x300,300x300"
